system   D            wsystem.c:583  maybe_parent_dir                 [   0.00062] Also searching C:\Users\polack-admin\Documents\Visual Studio 2012\Projects\SideShooter\
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.10627] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.10627] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.10628] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.10632] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.10634] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10656] added dtor for object 04500208, func 0F4E256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.11526] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.11529] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11562] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11564] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11564] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11565] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11566] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11567] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11567] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11568] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11569] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.11570] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.11571] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.11571] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.11572] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.11587] added dtor for object 04504458, func 0F4E256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.11809] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.11811] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11842] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11843] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11844] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11845] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11845] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11846] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11847] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11848] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.11848] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.11849] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.11850] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.11851] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.11852] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.11865] added dtor for object 045085A8, func 0F4E256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.12073] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.12077] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12112] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12114] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12115] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12116] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12117] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12118] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12119] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12120] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12120] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.12121] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.12122] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.12123] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.12124] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.12145] added dtor for object 0450C6F8, func 0F4E256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.12881] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.12884] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12917] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12919] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12919] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12920] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12921] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12922] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12922] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12923] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12924] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.12925] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.12925] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.12926] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.12927] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.12943] added dtor for object 04510848, func 0F4E256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.13178] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.13181] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13214] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13217] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13218] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13219] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13219] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13220] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13221] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13222] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13223] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.13223] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.13225] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.13226] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.13227] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.13240] added dtor for object 04514998, func 0F4E256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.13487] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.13490] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13518] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13520] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13521] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13522] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13523] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13523] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13524] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13525] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13526] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.13527] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.13528] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.13529] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.13530] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.13541] added dtor for object 04518AE8, func 0F4E256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.13801] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.13805] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13851] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13853] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13855] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13856] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13857] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13859] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13860] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13861] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.13863] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.13864] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.13865] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.13867] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.13868] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.13891] added dtor for object 0451CC38, func 0F4E256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.14850] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.14855] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:184  _al_register_destructor          [   0.14878] added dtor for object 044E0068, func 0F4E2775
dtor     D               dtor.c:184  _al_register_destructor          [   0.14881] added dtor for object 044E0250, func 0F4E24AA
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.20084] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.20087] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.20253] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.20258] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.20423] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.20425] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.20591] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.20594] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.20848] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.20852] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.21541] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.21544] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.21645] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.21648] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.21812] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.21815] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.21979] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.21981] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.22148] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.22150] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.22301] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.22303] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.22458] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.22460] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.23154] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.23157] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.23322] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.23324] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.23512] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.23516] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.23669] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.23672] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.38848] removed dtor for object 044E0068
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.40024] removed dtor for object 044E0250
d3d      I         d3d_disp.cpp:1110 d3d_destroy_display              [   3.40028] destroying display 028F40D0 (current 00000000)
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   3.40030] converting display bitmap 0451CC38 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   3.40040] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   3.40042] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   3.40049] converting display bitmap 04518AE8 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   3.40054] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   3.40057] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   3.40063] converting display bitmap 04514998 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   3.40073] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   3.40074] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   3.40081] converting display bitmap 04510848 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   3.40086] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   3.40088] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   3.40113] converting display bitmap 0450C6F8 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   3.40122] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   3.40124] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   3.40155] converting display bitmap 045085A8 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   3.40163] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   3.40164] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   3.40193] converting display bitmap 04504458 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   3.40203] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   3.40204] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   3.40232] converting display bitmap 04500208 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   3.40238] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   3.40239] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   3.40252] converting display bitmap 044FC0B8 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   3.40255] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   3.40256] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   3.40276] converting display bitmap 044F7F68 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   3.40282] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   3.40284] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   3.40306] converting display bitmap 044F3E18 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   3.40311] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   3.40312] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   3.40328] converting display bitmap 044EFCC8 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   3.40332] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   3.40333] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   3.40446] converting display bitmap 044EBB78 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   3.40457] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   3.40458] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   3.40604] converting display bitmap 044E79D8 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   3.40612] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   3.40614] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   3.40639] converting display bitmap 044E37F8 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   3.40642] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   3.40647] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   3.40675] converting display bitmap 028FFE28 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   3.40682] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   3.40684] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1096 d3d_destroy_display_internals    [   3.40715] waiting for display 028F40D0's thread to end
d3d      W         d3d_disp.cpp:812  d3d_destroy_device               [   3.41383] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1707 d3d_display_thread_proc          [   3.45163] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.45235] removed dtor for object 0451CC38
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.45237] removed dtor for object 04518AE8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.45239] removed dtor for object 04514998
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.45241] removed dtor for object 04510848
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.45248] removed dtor for object 0450C6F8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.45253] removed dtor for object 045085A8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.45256] removed dtor for object 04504458
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.45259] removed dtor for object 04500208
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.45264] removed dtor for object 044FC0B8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.45268] removed dtor for object 044F7F68
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.45273] removed dtor for object 044F3E18
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.45277] removed dtor for object 044EFCC8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.45282] removed dtor for object 044EBB78
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.45287] removed dtor for object 044E79D8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.45293] removed dtor for object 044E37F8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.45298] removed dtor for object 028FFE28
